route_id,vdom_id,destination_network,mask_length,route_type,gateway,exit_interface_name,exit_interface_details,last_updated
4872,90,192.168.121.128,32,FIB,n/a,ntp,vlan interface with ip 192.168.121.129/26 is up,2025-06-19 12:27:31.038326
4873,90,192.168.121.129,32,FIB,n/a,ntp,vlan interface with ip 192.168.121.129/26 is up,2025-06-19 12:27:31.127541
4874,90,192.168.121.191,32,FIB,n/a,ntp,vlan interface with ip 192.168.121.129/26 is up,2025-06-19 12:27:31.249507
4875,90,10.199.1.1,32,FIB,n/a,eltrona,vlan interface with ip 192.168.112.225/28 is up,2025-06-19 12:27:31.457539
4876,90,10.199.2.1,32,FIB,n/a,eltrona,vlan interface with ip 192.168.112.225/28 is up,2025-06-19 12:27:31.534222
4877,90,78.141.176.224,29,FIB,n/a,external,vlan interface with ip 78.141.176.230/29 is up,2025-06-19 12:27:31.652926
4878,90,172.16.4.96,28,FIB,n/a,cipt,vlan interface with ip 172.16.4.98/28 is up,2025-06-19 12:27:31.869471
4879,90,172.27.3.141,32,FIB,n/a,P,vlan interface with ip 172.30.2.241/29 is up,2025-06-19 12:27:31.939402
4880,90,172.27.3.142,32,FIB,n/a,P,vlan interface with ip 172.30.2.241/29 is up,2025-06-19 12:27:32.034845
4881,90,172.27.46.64,27,FIB,n/a,P,vlan interface with ip 172.30.2.241/29 is up,2025-06-19 12:27:32.178609
4882,90,172.30.2.240,29,FIB,n/a,P,vlan interface with ip 172.30.2.241/29 is up,2025-06-19 12:27:32.298213
4883,90,192.168.20.0,24,FIB,n/a,res,vlan interface with ip 192.168.121.1/26 is up,2025-06-19 12:27:32.389437
4884,90,192.168.112.224,28,FIB,n/a,eltrona,vlan interface with ip 192.168.112.225/28 is up,2025-06-19 12:27:32.538655
4885,90,192.168.112.240,28,FIB,n/a,ngm,vlan interface with ip 192.168.112.241/28 is up,2025-06-19 12:27:32.657364
4886,90,192.168.113.0,24,FIB,n/a,res,vlan interface with ip 192.168.121.1/26 is up,2025-06-19 12:27:32.764592
4887,90,192.168.121.0,26,FIB,n/a,res,vlan interface with ip 192.168.121.1/26 is up,2025-06-19 12:27:32.861613
4888,90,192.168.121.64,26,FIB,n/a,corp,vlan interface with ip 192.168.121.65/26 is up,2025-06-19 12:27:32.972219
4889,90,192.168.121.128,26,FIB,n/a,ntp,vlan interface with ip 192.168.121.129/26 is up,2025-06-19 12:27:33.192063
4890,90,192.168.122.0,26,FIB,n/a,res,vlan interface with ip 192.168.121.1/26 is up,2025-06-19 12:27:33.311872
4891,90,192.168.122.64,26,FIB,n/a,corp,vlan interface with ip 192.168.121.65/26 is up,2025-06-19 12:27:33.523873
4892,90,192.168.122.128,25,FIB,n/a,res,vlan interface with ip 192.168.121.1/26 is up,2025-06-19 12:27:33.635312
4893,90,195.46.255.224,27,FIB,n/a,ngm,vlan interface with ip 192.168.112.241/28 is up,2025-06-19 12:27:33.725076
4894,91,192.168.122.64,26,static,192.168.123.66,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:33.789316
4895,91,192.168.123.64,26,connected,n/a,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:33.909066
4896,91,192.168.123.64,32,FIB,n/a,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:34.056399
4897,91,192.168.123.65,32,FIB,n/a,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:34.207384
4898,91,192.168.123.127,32,FIB,n/a,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:34.319851
4899,91,192.168.122.64,26,FIB,n/a,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:34.387388
4900,91,192.168.123.64,26,FIB,n/a,corp,vlan interface with ip 192.168.123.65/26 is up,2025-06-19 12:27:34.463609
4901,1,192.168.10.0,24,connected,n/a,mgmt,physical interface is up,2025-06-19 12:27:34.578328
4902,1,169.254.0.64,32,FIB,n/a,havdlink,no info,2025-06-19 12:27:34.652608
4903,1,169.254.0.66,32,FIB,n/a,havdlink,no info,2025-06-19 12:27:34.728098
4904,1,169.254.0.127,32,FIB,n/a,havdlink,no info,2025-06-19 12:27:34.806712
4905,1,192.168.10.0,32,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:27:34.880913
4906,1,192.168.10.145,32,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:27:35.009933
4907,1,192.168.10.255,32,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:27:35.132272
4908,1,169.254.0.64,26,FIB,n/a,havdlink,no info,2025-06-19 12:27:35.272934
4909,1,192.168.10.0,24,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:27:35.416006
4910,93,172.16.254.56,29,connected,n/a,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:35.637258
4911,93,172.20.22.0,24,connected,n/a,dmz,vlan interface with ip 172.20.22.100/24 is up,2025-06-19 12:27:35.75198
4912,93,172.30.17.32,27,connected,n/a,dt,vlan interface with ip 172.30.17.62/27 is up,2025-06-19 12:27:35.849234
4913,93,172.30.17.64,29,connected,n/a,evr,no info,2025-06-19 12:27:35.944127
4914,93,172.30.17.80,29,connected,n/a,sc,no info,2025-06-19 12:27:36.00921
4915,93,172.30.17.88,29,connected,n/a,sc,no info,2025-06-19 12:27:36.072688
4916,93,185.9.246.0,24,static,185.9.246.3,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:36.160126
4917,93,185.9.246.0,29,connected,n/a,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:36.311597
4918,93,185.9.247.16,28,static,172.30.17.94,sc,no info,2025-06-19 12:27:36.387863
4919,93,192.168.85.0,25,static,172.30.17.70,evr,no info,2025-06-19 12:27:36.455337
4920,93,192.168.85.128,25,static,172.30.17.70,evr,no info,2025-06-19 12:27:36.588402
4921,93,192.168.86.0,25,static,172.30.17.70,evr,no info,2025-06-19 12:27:36.804532
4922,93,192.168.87.128,27,static,172.30.17.86,sc,no info,2025-06-19 12:27:36.95991
4923,93,192.168.88.0,22,static,172.16.254.62,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:37.091469
4924,93,195.46.242.0,24,static,172.30.17.70,evr,no info,2025-06-19 12:27:37.277739
4925,93,195.46.250.0,24,static,172.30.17.70,evr,no info,2025-06-19 12:27:37.363579
4926,93,213.135.247.0,24,static,172.30.17.70,evr,no info,2025-06-19 12:27:37.417667
4927,93,213.166.61.0,24,static,172.30.17.70,evr,no info,2025-06-19 12:27:37.496475
4928,93,213.166.61.8,29,static,172.30.17.70,evr,no info,2025-06-19 12:27:37.615263
4929,93,213.166.61.100,30,static,172.30.17.70,evr,no info,2025-06-19 12:27:37.711905
4930,93,213.166.61.100,30,FIB,n/a,evr,no info,2025-06-19 12:27:37.813671
4931,93,185.9.246.0,29,FIB,n/a,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:38.352791
4932,93,213.166.61.8,29,FIB,n/a,evr,no info,2025-06-19 12:27:38.50971
4933,93,172.16.254.56,29,FIB,n/a,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:38.694111
4934,93,172.30.17.64,29,FIB,n/a,evr,no info,2025-06-19 12:27:38.819705
4935,93,172.30.17.80,29,FIB,n/a,sc,no info,2025-06-19 12:27:38.922711
4936,93,172.30.17.88,29,FIB,n/a,sc,no info,2025-06-19 12:27:38.994563
4937,93,185.9.247.16,28,FIB,n/a,sc,no info,2025-06-19 12:27:39.114487
4938,93,192.168.87.128,27,FIB,n/a,sc,no info,2025-06-19 12:27:39.237571
4939,93,172.30.17.32,27,FIB,n/a,dt,vlan interface with ip 172.30.17.62/27 is up,2025-06-19 12:27:39.523695
4940,93,192.168.85.128,25,FIB,n/a,evr,no info,2025-06-19 12:27:39.639475
4941,93,192.168.85.0,25,FIB,n/a,evr,no info,2025-06-19 12:27:39.724719
4942,93,192.168.86.0,25,FIB,n/a,evr,no info,2025-06-19 12:27:39.834955
4943,93,172.20.22.0,24,FIB,n/a,dmz,vlan interface with ip 172.20.22.100/24 is up,2025-06-19 12:27:39.949481
4944,93,185.9.246.0,24,FIB,n/a,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:40.026573
4945,93,213.166.61.0,24,FIB,n/a,evr,no info,2025-06-19 12:27:40.117605
4946,93,195.46.242.0,24,FIB,n/a,evr,no info,2025-06-19 12:27:40.190401
4947,93,195.46.250.0,24,FIB,n/a,evr,no info,2025-06-19 12:27:40.319356
4948,93,213.135.247.0,24,FIB,n/a,evr,no info,2025-06-19 12:27:40.483316
4949,93,192.168.88.0,22,FIB,n/a,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:40.616107
4950,93,185.9.246.0,32,FIB,n/a,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:40.712704
4951,93,172.30.17.71,32,FIB,n/a,evr,no info,2025-06-19 12:27:40.808003
4952,93,172.30.17.87,32,FIB,n/a,sc,no info,2025-06-19 12:27:40.945891
4953,93,172.20.22.255,32,FIB,n/a,dmz,vlan interface with ip 172.20.22.100/24 is up,2025-06-19 12:27:41.114959
4954,93,172.16.254.56,32,FIB,n/a,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:41.301094
4955,93,172.16.254.57,32,FIB,n/a,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:41.380539
4956,93,185.9.246.4,32,FIB,n/a,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:41.472621
4957,93,172.30.17.32,32,FIB,n/a,dt,vlan interface with ip 172.30.17.62/27 is up,2025-06-19 12:27:41.669753
4958,93,172.16.254.63,32,FIB,n/a,management,vlan interface with ip 172.16.254.57/29 is up,2025-06-19 12:27:41.835889
4959,93,172.30.17.65,32,FIB,n/a,evr,no info,2025-06-19 12:27:41.955466
4960,93,172.30.17.81,32,FIB,n/a,sc,no info,2025-06-19 12:27:42.093231
4961,93,185.9.246.7,32,FIB,n/a,aps,vlan interface with ip 185.9.246.4/29 is up,2025-06-19 12:27:42.221045
4962,93,172.30.17.64,32,FIB,n/a,evr,no info,2025-06-19 12:27:42.296152
4963,93,172.30.17.80,32,FIB,n/a,sc,no info,2025-06-19 12:27:42.39739
4964,93,172.20.22.0,32,FIB,n/a,dmz,vlan interface with ip 172.20.22.100/24 is up,2025-06-19 12:27:42.517964
4965,93,172.30.17.95,32,FIB,n/a,sc,no info,2025-06-19 12:27:42.677921
4966,93,172.30.17.62,32,FIB,n/a,dt,vlan interface with ip 172.30.17.62/27 is up,2025-06-19 12:27:42.880388
4967,93,172.30.17.63,32,FIB,n/a,dt,vlan interface with ip 172.30.17.62/27 is up,2025-06-19 12:27:42.936658
4968,93,172.30.17.89,32,FIB,n/a,sc,no info,2025-06-19 12:27:43.000462
4969,93,172.30.17.88,32,FIB,n/a,sc,no info,2025-06-19 12:27:43.088459
4970,93,172.20.22.100,32,FIB,n/a,dmz,vlan interface with ip 172.20.22.100/24 is up,2025-06-19 12:27:43.192356
4971,94,10.45.0.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.362354
4972,94,10.70.112.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.434738
4973,94,10.90.0.1,32,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.521592
4974,94,10.90.0.2,32,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.621117
4975,94,10.115.0.0,16,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.681966
4976,94,10.232.14.0,23,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.790715
4977,94,172.20.22.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:43.994862
4978,94,172.27.0.0,16,static,172.30.17.89,sc,no info,2025-06-19 12:27:44.142506
4979,94,172.28.0.0,16,static,172.30.17.89,sc,no info,2025-06-19 12:27:44.271292
4980,94,172.29.245.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:44.481441
4981,94,172.29.249.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:44.637129
4982,94,172.30.16.114,32,static,172.30.17.89,sc,no info,2025-06-19 12:27:44.714994
4983,94,172.30.17.88,29,connected,n/a,sc,no info,2025-06-19 12:27:44.788143
4984,94,185.9.247.16,28,BGP,185.9.247.33,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:44.869486
4985,94,185.9.247.32,30,connected,n/a,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:44.954263
4986,94,185.9.247.36,30,connected,n/a,hwei,vlan interface with ip 185.9.247.38/30 is up,2025-06-19 12:27:45.049373
4987,94,192.168.8.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:45.234572
4988,94,192.168.99.0,24,static,172.30.17.89,sc,no info,2025-06-19 12:27:45.327936
4989,94,10.90.0.1,32,FIB,n/a,sc,no info,2025-06-19 12:27:45.436908
4990,94,10.90.0.2,32,FIB,n/a,sc,no info,2025-06-19 12:27:45.62203
4991,94,172.30.16.114,32,FIB,n/a,sc,no info,2025-06-19 12:27:45.849296
4992,94,185.9.247.32,30,FIB,n/a,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:46.059565
4993,94,185.9.247.36,30,FIB,n/a,hwei,vlan interface with ip 185.9.247.38/30 is up,2025-06-19 12:27:46.20061
4994,94,172.30.17.88,29,FIB,n/a,sc,no info,2025-06-19 12:27:46.295233
4995,94,185.9.247.16,28,FIB,n/a,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:46.413641
4996,94,172.20.22.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:46.660616
4997,94,172.29.249.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:46.804598
4998,94,10.70.112.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:46.974703
4999,94,10.45.0.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:47.075617
5000,94,192.168.99.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:47.356405
5001,94,192.168.8.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:47.46758
5002,94,172.29.245.0,24,FIB,n/a,sc,no info,2025-06-19 12:27:47.522486
5003,94,10.232.14.0,23,FIB,n/a,sc,no info,2025-06-19 12:27:47.600303
5004,94,172.27.0.0,16,FIB,n/a,sc,no info,2025-06-19 12:27:47.697855
5005,94,10.115.0.0,16,FIB,n/a,sc,no info,2025-06-19 12:27:47.90979
5006,94,172.28.0.0,16,FIB,n/a,sc,no info,2025-06-19 12:27:47.983799
5007,94,172.30.17.95,32,FIB,n/a,sc,no info,2025-06-19 12:27:48.057974
5008,94,185.9.247.32,32,FIB,n/a,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:48.119892
5009,94,172.30.17.94,32,FIB,n/a,sc,no info,2025-06-19 12:27:48.197648
5010,94,185.9.247.35,32,FIB,n/a,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:48.270012
5011,94,185.9.247.34,32,FIB,n/a,hwei,vlan interface with ip 185.9.247.34/30 is up,2025-06-19 12:27:48.350736
5012,94,185.9.247.36,32,FIB,n/a,hwei,vlan interface with ip 185.9.247.38/30 is up,2025-06-19 12:27:48.466828
5013,94,185.9.247.39,32,FIB,n/a,hwei,vlan interface with ip 185.9.247.38/30 is up,2025-06-19 12:27:48.617603
5014,94,185.9.247.38,32,FIB,n/a,hwei,vlan interface with ip 185.9.247.38/30 is up,2025-06-19 12:27:48.740577
5015,94,172.30.17.88,32,FIB,n/a,sc,no info,2025-06-19 12:27:52.20615
5016,95,78.141.186.0,25,static,172.30.17.81,sc,no info,2025-06-19 12:27:52.307375
5017,95,172.30.17.80,29,connected,n/a,sc,no info,2025-06-19 12:27:52.455379
5018,95,192.168.87.84,30,connected,n/a,evr,vlan interface with ip 192.168.87.85/30 is up,2025-06-19 12:27:52.606655
5019,95,192.168.87.88,30,connected,n/a,evr,vlan interface with ip 192.168.87.89/30 is up,2025-06-19 12:27:52.757005
5020,95,192.168.87.84,30,FIB,n/a,evr,vlan interface with ip 192.168.87.85/30 is up,2025-06-19 12:27:52.885032
5021,95,192.168.87.88,30,FIB,n/a,evr,vlan interface with ip 192.168.87.89/30 is up,2025-06-19 12:27:52.999418
5022,95,172.30.17.80,29,FIB,n/a,sc,no info,2025-06-19 12:27:53.108197
5023,95,78.141.186.0,25,FIB,n/a,sc,no info,2025-06-19 12:27:53.257116
5024,95,172.30.17.87,32,FIB,n/a,sc,no info,2025-06-19 12:27:53.410169
5025,95,172.30.17.86,32,FIB,n/a,sc,no info,2025-06-19 12:27:53.626105
5026,95,192.168.87.87,32,FIB,n/a,evr,vlan interface with ip 192.168.87.85/30 is up,2025-06-19 12:27:53.777478
5027,95,192.168.87.84,32,FIB,n/a,evr,vlan interface with ip 192.168.87.85/30 is up,2025-06-19 12:27:53.93488
5028,95,192.168.87.85,32,FIB,n/a,evr,vlan interface with ip 192.168.87.85/30 is up,2025-06-19 12:27:54.13519
5029,95,172.30.17.80,32,FIB,n/a,sc,no info,2025-06-19 12:27:54.489219
5030,95,192.168.87.91,32,FIB,n/a,evr,vlan interface with ip 192.168.87.89/30 is up,2025-06-19 12:27:54.683862
5031,95,192.168.87.88,32,FIB,n/a,evr,vlan interface with ip 192.168.87.89/30 is up,2025-06-19 12:27:54.877869
5032,95,192.168.87.89,32,FIB,n/a,evr,vlan interface with ip 192.168.87.89/30 is up,2025-06-19 12:27:54.928877
5033,27,78.141.186.0,25,static,172.30.17.65,evr,no info,2025-06-19 12:27:54.987463
5034,27,172.27.0.0,24,static,172.30.17.65,evr,no info,2025-06-19 12:27:55.042744
5035,27,172.30.17.64,29,connected,n/a,evr,no info,2025-06-19 12:27:55.139393
5036,27,192.168.85.0,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.220419
5037,27,192.168.85.1,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.289439
5038,27,192.168.85.2,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.381261
5039,27,192.168.85.3,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.467435
5040,27,192.168.85.4,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.559818
5041,27,192.168.85.5,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.677637
5042,27,192.168.85.6,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:55.85749
5043,27,192.168.85.7,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.090244
5044,27,192.168.85.8,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.260823
5045,27,192.168.85.9,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.407145
5046,27,192.168.85.10,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.480909
5047,27,192.168.85.11,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.602224
5048,27,192.168.85.12,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.740595
5049,27,192.168.85.13,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.835082
5050,27,192.168.85.15,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.891752
5051,27,192.168.85.16,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:56.967725
5052,27,192.168.85.17,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.091389
5053,27,192.168.85.18,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.203116
5054,27,192.168.85.19,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.309782
5055,27,192.168.85.20,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.496756
5056,27,192.168.85.21,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.641333
5057,27,192.168.85.22,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.713126
5058,27,192.168.85.23,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:57.938209
5059,27,192.168.85.24,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.109093
5060,27,192.168.85.25,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.213717
5061,27,192.168.85.26,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.373587
5062,27,192.168.85.27,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.461961
5063,27,192.168.85.128,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.562956
5064,27,192.168.85.129,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.666435
5065,27,192.168.85.130,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.741528
5066,27,192.168.85.131,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.85072
5067,27,192.168.85.132,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.922853
5068,27,192.168.85.133,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:58.981652
5069,27,192.168.85.134,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.039202
5070,27,192.168.85.135,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.104241
5071,27,192.168.85.136,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.157842
5072,27,192.168.85.137,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.24752
5073,27,192.168.85.138,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.430772
5074,27,192.168.85.139,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.545787
5075,27,192.168.85.140,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.689338
5076,27,192.168.85.141,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:27:59.860241
5077,27,192.168.85.142,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.012741
5078,27,192.168.85.143,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.19133
5079,27,192.168.85.144,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.284246
5080,27,192.168.85.145,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.394207
5081,27,192.168.85.146,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.513115
5082,27,192.168.85.147,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.601411
5083,27,192.168.85.148,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.672859
5084,27,192.168.85.149,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.739906
5085,27,192.168.85.150,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.820329
5086,27,192.168.85.151,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:00.951769
5087,27,192.168.85.152,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.022971
5088,27,192.168.85.153,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.063128
5089,27,192.168.85.154,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.135977
5090,27,192.168.85.155,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.193424
5091,27,192.168.86.0,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.254327
5092,27,192.168.86.1,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.346611
5093,27,192.168.86.2,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.450718
5094,27,192.168.86.4,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.535844
5095,27,192.168.86.5,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.634697
5096,27,192.168.86.6,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.850836
5097,27,192.168.86.13,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:01.981227
5098,27,192.168.86.14,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.202309
5099,27,192.168.86.15,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.394302
5100,27,192.168.86.16,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.546944
5101,27,192.168.86.18,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.683446
5102,27,192.168.86.19,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.769901
5103,27,192.168.86.20,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.848471
5104,27,192.168.86.132,30,connected,n/a,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:02.90638
5105,27,192.168.86.136,30,connected,n/a,evr,vlan interface with ip 192.168.86.138/30 is up,2025-06-19 12:28:03.02558
5106,27,213.135.247.5,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:03.146806
5107,27,213.135.247.6,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:03.301578
5108,27,213.135.247.7,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:03.489685
5109,27,213.135.247.8,32,BGP,192.168.86.133,evr,vlan interface with ip 192.168.86.134/30 is up,2025-06-19 12:28:03.728576
